artistnames,trackName,trackID,albumID,artistIDs,firstNotation,lastNotation,amountOfNotations
['dutch rhythm steel & show band'],"January, February",63n1vXJ5weIH6dBRxas0HF,3HGOLHA8sd9R2d0KVZOt1d,['7gn1n70AxIhue7aYDiBQMK'],1977,1977,8
['boston'],More Than a Feeling,1QEEqeFIZktqIpPI4jSVSF,2QLp07RO6anZHmtcKTEvSC,['29kkCKKGXheHuoO829FxWK'],1977,1977,7
['bread'],Lost Without Your Love,78DSnVdZiuakQPwV0ler7s,27PnJozrSZByyLlqFtiVtx,['70ZTdbPEcEugBNay4MvxfL'],1977,1977,6
['passe-partout'],De Doodgewoonste Dingen,7qyQqbsw9uvtFfatoPa8jG,0rv60FsNiXAfReXYURiyts,['0UTHoBA40k186AJh2wS35Y'],1977,1977,6
['hot blood'],Soul Dracula,5YJESbNpuAlidqJwZzn1qM,5h8KcG5RrlRiiQ9Qk9wVSf,['4ahnElvHT3CdUxnnjpscDI'],1977,1977,9
['the hollies'],Wiggle That Wotsit,0GlNlpOXrv7XXcOuJyUQcK,6pC4eWn4MsiLwTnGAENmoy,['6waa8mKu91GjzD4NlONlNJ'],1977,1977,5
['elvis presley'],Moody Blue,5nP6bZZpeT9hbtvePmy9ko,08bROKoMarHS0jRzZOEv08,['43ZHCT0cAZBISjO8DG9PnE'],1977,1977,7
"['toon de migra', 'don mercedes', 'sandy', 'anita en ed']",In de vreemde (verlaten) 2014,6oL5qAHzKr4uvC2veczB7w,5Zs32L9Z26JWa1Tq8oS5wR,"['3sRtZ8RXdMiASOe1V4KeXF', '3H1MvMGHin63uz3KHgjSW9', '78kq3vaYl3PdBNVKl6b0Ko', '0R5YjaR7uUYXsMk2Eh36gR']",1977,1977,7
['david dundas'],Jeans On,0uN4g8yIAUpbyjcLhn79t7,3ds59N5cIvWvvQlywM6eox,['1NcUsr07BOPEQHnREfVUPh'],1977,1977,6
['lia velasco'],Your Smile,51geCl07Vt6AwgWg03Sgkj,3hkuta20XJfQgjBr0p87Uh,['49k5Nd9FNwB6eOtvK6NAVC'],1977,1977,5
['andr„© van duin'],Ta-Ta-Ta,0dB7l7sg9388YTFDNhTz45,5QDsIFFPEqWTZbTcz6MvPf,['1G2QbSM5dLTtqeZHYnxXsF'],1977,1977,5
['van mccoy'],Soul Cha Cha,5tlaj11WlLpd6r88rCfWF1,0QdIm38ml7jHplmYOqazbF,['0bShb58TO0fM5jOjXhB1WT'],1977,1977,7
['david soul'],Don't give up on us,23IWhAK0cYRwnBT5EE8i3u,3bK8cxPBLUFkeBeoqzoWtx,['2eFkm34OMSYRUwP4RAtXaT'],1977,1977,9
['leo sayer'],When I Need You,2EmS1b64xEjUdvDcLE1AuX,2qcpKdOFBiNMV7DNnTCW6x,['04LIHk1SobiQwt2tlupoAV'],1977,1977,7
['eagles'],New Kid In Town - Remastered,6Zyz8lsnMFpIrCTuvGurCB,2widuo17g5CEC66IbzveRu,['0ECwFtbIWEVNwjlrfc6xoL'],1977,1977,8
['vader abraham'],Adeile,4GUmAvU4SrLjfduDSYyhq2,3AIhCREAKrKk3YoNGtnIAq,['5OWsH2lF65ygWcLYWic6rq'],1977,1977,4
['bryan ferry'],This Is Tomorrow,7utcI11TJOG04Vl3noomNX,5mop3U7FxoJDAP3AACa5x2,['5RNFFojXkPRmlJZIwXeKQC'],1977,1977,5
['bonnie tyler'],Lost In France,4nwt5NOCtAUHeob20jQqxP,5D43457Yz0FUwufF4ogvfA,['0SD4eZCN4Kr0wQk56hCdh2'],1977,1977,5
['chicago'],Wishing You Were Here,5hxPho3IcyDVhzzwfQ47Xz,5qWGV0fd7hpdptJYI4G9Dd,['3iDD7bnsjL9J4fO298r0L0'],1977,1977,6
['albert west'],Listen,1H4kuyiuFLtwG2NqKvjHS9,13chtkFKZLJ0EzKKkfJhLq,['00BQd3WIu5VBBP2y1NvIrk'],1977,1977,5
['yvonne elliman'],Love Me,6bldx2VmqcHGB8OkNdtqA0,1IrBNTc364DkrvUBmISfMC,['2d6JU9LvNhZR7AAtu4x2rS'],1977,1977,6
['julie covington'],"Don't Cry For Me Argentina - From ""Evita""",4FixaPTOnRWWEfA1BDk00n,6graNNVqeRUOONM3Rybzjc,['4v3l77BOnLGn6WiegeRVLf'],1977,1977,9
['rose royce'],Carwash (Remix),79OzqW7Dril4hY5gu1XA8z,5LaBqt0OOd9IXz6Sfc6gS2,['1OxJzMLmR9l5zPLap9OxuO'],1977,1977,8
['al stewart'],Year Of The Cat - 2001 Remastered Version,5jYYumalS1qELrcChOCZrK,2qRVGjXrKt3rg5MsunltX9,['0DW7boyjvbaSP3OJ72sXgC'],1977,1977,7
['martine bijl'],Limburgs Klaaglied,36cLCRb6tFpXpx9WUuRU6V,4xKGHN5JhHuaKsEN77g25r,['5ayboLANPe5lXssiZopVb8'],1977,1977,4
['the spinners'],The Rubberband Man,4Q5HmyNvQHlfylzGY7V3Wr,05jU4HqC6CTnRuP1e4yYnS,['5fbhwqYYh4YwUoEs582mq5'],1977,1977,7
['abba'],"Knowing Me, Knowing You",6f2aeNom37eesQnUUPUqLd,79ZX48114T8NH36MnOTtl7,['0LcJLqbBmaGUft1e9Mm8HV'],1977,1977,7
['fleetwood mac'],Go Your Own Way - 2004 Remastered Edition,07GvNcU1WdyZJq3XxP0kZa,1bt6q2SruMsBtcerNVtpZB,['08GQAI4eElDnROBrJRGE0X'],1977,1977,13
['david parton'],Isn't She Lovely,1FZZUVHYkswEHdxLYe1hMZ,3NiqelW1Xr5h1w8zf6MaLY,['6lWrKEw8N4a7Lr86FPnqWI'],1977,1977,5
['heart'],Crazy On You - Remastered Live Version,4WcKJ2ViNFKDF1iZVonZfW,5cooYwPVN7pH567Lpt1nvY,['34jw2BbxjoYalTp8cJFCPv'],1977,1977,8
['gerard lenorman'],Voici les cl√©s,1nNOGEeC5iG6dIbaMjpsWf,09lFPQ0IcGnWmzVWWFL5ui,['5yyYswdvKadmf03amOvBDx'],1977,1977,10
['daryl hall & john oates'],Rich Girl - Remastered 2003,5E3P9e1hvjyIOlFyqNB5eD,0gCDvloPR42pZRZhmbGYVI,['77tT1kLj6mCWtFNqiOmP9H'],1977,1977,6
['dana daoud'],Fairytale Of New York,7rlYTBzRsyHDSpNP0COfcQ,6nnsYnds9bQ7INII2e7utR,['4vMPvxFb0j16yjLxCQKNR8'],1977,1977,8
['barry biggs'],Side Show,7EIjLtXoujMdaFQ6h3kcgM,0qYegERx3lBB4ffj39OuIA,['2kt3C1WxuT4bzwGiW9udKS'],1977,1977,5
['frank ferrari'],Gypsy Girl,1U5p7KgR7c8UuhnITmDbWM,7GY8veRWNxQePAKn9oyQ4g,['1bd0f9XI5jNMLRIzcHJ12Z'],1977,1977,5
['jack jersey'],Lonely Me,3czPkLvGMsSE6RfbflJ4rl,5lpt9aaejHyMUFGZiX4Z5m,['1ZhBDHnGPkPciEyJBzfq3p'],1977,1977,6
['mary macgregor'],Torn Between Two Lovers,4VIpspaQ1frWWzTj8suyHR,1EQEIZIv1DAyo62wmQlDhY,['6GlDsAkQHOmNgtUZdJ4Amq'],1977,1977,6
['showaddywaddy'],When,5EeoKmdvjKRLcS63cnDlJV,1cI8Nv68nO6cZRehRFsUfY,['3zIIUxcnIoUMouVQdphkeC'],1977,1977,7
['thelma houston'],Don't Leave Me This Way,4Af8yzidDPc520TFd4TmkE,6lap95wPl0DwJva1FLGIfx,['3sgUnR8TF35euWEV07RPyO'],1977,1977,10
['costa cordalis'],Anita,2vxuxvz9A8f6GrShbytu4J,2IVzuMGscsnpYw7qixHrKI,['6mWpc739csxhfYUK2fiydq'],1977,1977,7
['queen'],Tie Your Mother Down - Remastered 2011,48K4MhE5ax5brZjUBImrsu,0QRlYlrBuP7eGpEMZvZiaQ,['1dfeR4HaWDbWqFHLkxsg1d'],1977,1977,6
['art sullivan'],Et Si Tu Pars,5jzAqA2oWbJEPhuk9IxZvh,6fTTNqKws4YEakoBo0K6HM,['3Kj1pL7iojKy0cj6A0nrUY'],1977,1977,7
['anita meyer'],Anita that's my name,0lFeTykMmxalEO0XGodgXx,719iqpAQtXCPvmHK4lEs7l,['7xxVm0cM4x7TUBadZQuz3S'],1977,1977,5
['electric light orchestra'],Rockaria!,7vUfTjiMjFfXe7Brz62tXH,7a35UzxXYuKQGMGImyB0Un,['7jefIIksOi1EazgRTfW2Pk'],1977,1977,4
['johnny & orquesta rodrigues'],Uma Casa Portuguesa,05La5uq847s0aPUc6gJbZF,6BLwJw8SqnJhJ9wgDR66FC,['5P5DbwTh4QoPCrtxIeZHk3'],1977,1977,3
"[""chocolat's""]",Kings Of Clubs,2qkJCNA3I71jYthDHRUxio,4NXORpDvj8Zz8eITJup49N,['53k7gAsm32OYhHqoTWuQlG'],1977,1977,3
['smokie'],Lay Back in the Arms of Someone,28HkQoT7Z24YiVG9UMocbo,4owYZafXDrppX9A4COxBAe,['5rIqOJspxDq89aBBCUda1X'],1977,1977,9
['the cats'],Save The Last Dance For Me,5NqI7EwcdQN7OXQIMOGMqg,34xbKT2QFRlN8yO8KNaQfu,['4mplweFSgMgpH03ruEMEMv'],1977,1977,8
['boz scaggs'],What Can I Say,1bDjowPMtoft6kd33wUkof,3urpKmhg4HyYuEmODNdTdo,['46njgd2Rq9tZc4ZjeQMgbh'],1977,1977,9
['heatwave'],Boogie Nights,20zOIoex7YchUh87d8tlvg,3OjfTt27HmGpVd45IuMAT6,['6D7h7R79IZjqJC2GM2wzyY'],1977,1977,6
['long tall ernie & the shakers'],Ballerina,4cprltedkVwRWFVpzlKCOd,0F7mJwS4NRMGaTR8Netd9k,['5alZu2pIF8iEbK4egRkPy8'],1977,1977,4
['pussycat'],My Broken Souvenirs,1HwxDKwtaGU3fHm4Gc8vL8,1V33eOvTmM5CvmS28JBiIl,['2rmQ5EEAIkloNGWdGlvCYM'],1977,1977,10
['kc & the sunshine band'],I'm Your Boogie Man,3Hya20ZNnlLzGLCpzJR6bv,7nb5eaxuDO4jbOxk0euRJv,['3mQBpAOMWYqAZyxtyeo4Lo'],1977,1977,10
['gary glitter'],It Takes All Night Long,63FS3L6CDuBHEIqmqO4ZfA,42r3DQVkJGl81Fi2bdFy7h,['61zv3hX7l838ZyhaDyAx8S'],1977,1977,5
['the gibson brothers'],Non Stop Dance,3AxZoeH0Vb72L4RCOCzyTi,5ZvTZIGKOR66JAP8NDx8jR,['0pRXhFeDRaYQgCp0lj2X9r'],1977,1977,11
['david bowie'],Sound and Vision - 1999 Remastered Version,2JzZ8UTEb1GGvR8Ra0Nfy2,0Oqi3Mm316FRX5H9mHjF0b,['0oSGxfWSnnOXhD2fKuz2Gy'],1977,1977,12
['cliff richard'],My Kinda Life,4WVB3k3HcbHdiQkhqb3FXr,0SW33rIKZ2v0EmfqRLKufz,['2nvKpWcP8etYTq4JrRiUiy'],1977,1977,5
['emmylou harris'],[You Never Can Tell] C'est La Vie,20VElaPncITm3AsoqvoROr,2Ll8o3yR2mNnEqpKFgEko4,['5s6TJEuHTr9GR894wc6VfP'],1977,1977,10
['frank sinatra'],For The Good Times,3nKueJYsTXFRKPCpKD3Y39,7gChBuHze71yZc6aOTXQpV,['1Mxqyy3pSjf8kZZL4QVxS0'],1977,1977,4
['tavares'],Whodunit,5hVpoEvQt4gF0WRvEngqOK,5DBKj09NaZ23ZUj8G1lB6z,['3LfO03nEZMdWNHG2tLpMa0'],1977,1977,10
['jimmy james & the vagabonds'],Life,3JaRfdKyO52olsYjJVnGeX,0JLTpQknlt4zAZXZmjxjj9,['3bflLnRrSv2lbgQHyhFP7l'],1977,1977,5
['billy ocean'],Red Light Spells Danger,24OHMJtDeabbI3sN79tbgG,7n4OT3zEZaEiyKKd6mFAhi,['5IDs1CK15HegSAhGEbSYXo'],1977,1977,7
['racing cars'],They Shoot Horses Don't They,7ffBo9L8AAzMGJstCMIPkW,0XBUyh0tnr0VLJSi1T8kge,['6RP00BexofXuVNBtlZRx5C'],1977,1977,5
['brotherhood of man'],Oh Boy (The Mood I'm In),5AhFbDiHYEZKAHCPHWCM2d,4wK8iyE5Ag0Q2pMCniNJug,['4Cyr5aqgXza16isOrQNOvo'],1977,1977,10
['the drifters'],You're More Than a Number In My Little Red Book,2ms4INaR6UpB1x1Ao6iLv6,1imTGKx9Ak5kaPpZLC9DGg,['1FqqOl9itIUpXr4jZPIVoT'],1977,1977,4
['neil diamond'],Stargazer,3FfpHJn3k6cKDKoK8e2WVR,5WDSReHTbF5j0EvCRwrAqh,['7mEIug7XUlQHikrFxjTWes'],1977,1977,7
['fatback band'],Double Dutch,5sUd2pef3UUjLd98otgd8o,4AEYQ9fgVjlVtOGEHkVMoV,['6PWU6JQvvYv5sz5FOODHg6'],1977,1977,5
['mr big'],Romeo,11qWJPo1l6xt7ObQKfoCbS,2eVbZLGZKk59ujWcgyB7vc,['1TEvQqVH2KXlxDl43KcqXY'],1977,1977,5
['al stewart'],On the Border,4quZUUklzrX8nI4q1jIXHT,4snUTd3uRQvA10ygxFpPAR,['0DW7boyjvbaSP3OJ72sXgC'],1977,1977,9
['peter gabriel'],Solsbury Hill - 2002 Remaster,6DnKPMbm4KnBP16v7xde4J,7Jigl7PJCgN4mAODbJYkFT,['7C4sUpWGlTy7IANjruj02I'],1977,1977,9
['andre hazes'],Mamma,1sr1t5t0KbH3hp3Bwjon5S,5BCBxbqV7uGZegfGJblDfk,['04MtOUkmIDC4LAxDDBjrOY'],1977,1977,7
['david soul'],Going in with my eyes open,7KnSQMDfPNVKJkiniY2fZF,6rjlNCw55OD6a6cVxMjD2Q,['2eFkm34OMSYRUwP4RAtXaT'],1977,1977,6
['normaal'],Oerend Hard,3d8KtuxdO6kba5qzRcbqlk,2Y6BwUXirswFvEpxii9qQH,['2QU0ew2k2IZJifa8VWevSv'],1977,1977,11
['eagles'],Hotel California - Remastered,40riOy7x9W7GXjyGp4pjAv,2widuo17g5CEC66IbzveRu,['0ECwFtbIWEVNwjlrfc6xoL'],1977,1977,14
['stevie wonder'],Sir Duke,2udw7RDkldLFIPG9WYdVtT,0BBWJ3L9fhkmNLdt4zs4fu,['7guDJrEfX3qb6FEbdPA5qi'],1977,1977,5
['cerrone'],Love in C Minor,3siahsXNSVPDMeMreQ8BK2,2SRsHpJKYvUhAAmZeYJWgd,['5SE2sfwTpxL2vXRdG6H5PM'],1977,1977,7
['barbra streisand'],"Evergreen (Love Theme from, ""A Star Is Born"")",2IcqY68BxP1ONPi3ME6aje,435mubtZvkoTYIPXWy3seP,['7jmTilWYlKOuavFfmQAcu6'],1977,1977,7
['champagne'],"Oh Me, Oh My, Goodbye",425tYuF9jRavSohu3XlKId,0E53UGMTJLgERBWlsKoqTS,['4i0NOuA8XvyzLJl7qqMUfw'],1977,1977,9
['breeze'],Gypsy Woman,57am7hVQZZ09LcXZgTft87,6yb6tTWQw16a9TUfo0IGdb,['4NQZbpX2Kc5iQqna5szbEp'],1977,1977,5
['10cc'],Good Morning Judge,0fBVdsRBpFN0r2sli3gco1,42leebQc9ZlepsjNrq3k0Y,['6i6WlGzQtXtz7GcC5H5st5'],1977,1977,7
['houseband'],Don't Loose Your Love,3tdnPBlr0CI4dzDLgsnE0C,32SbiYnjkUxIJouCkOIPCN,['578H3JcBpjwQeB6wztdNGa'],1977,1977,7
"['george baker', 'george baker selection']",Beautiful Rose,0LiJLZcapk80sLgQK9UwaB,2BlSxEBPAaUpPWGqluR1Up,"['1nWVAz0ZMSKzLVB5oF23Vk', '2MGJBRRGEj9m6MxJIq7fLn']",1977,1977,11
"[""dr. buzzard's original savannah band""]",Cherchez la Femme / Se Si Bon,5endSWellqnUqEIO2OOdzj,7EZlo6A3wcmAAjKozsQhiq,['0i64fKwsnTQsPqbov8mZUh'],1977,1977,11
['vader abraham'],Sta even stil,7cbhSEWQHTDsxl0XcgqloK,6iuj2c33duLZRCEcDmjz12,['5OWsH2lF65ygWcLYWic6rq'],1977,1977,4
['jarcha'],Libertad Sin Ira,63ZPDjygXPMtqmpcoJUVk5,0hw0QkAQMWEpGvh7ahVZnN,['0pn5zYhJgLYiNzprprYfjm'],1977,1977,5
['rosy & andres'],I Believe In You,185tIQc8IOZnchOsNurPpF,2xmNHAzD1vSWWRX81Bjl9J,['1NqwVRYpBZBtb7k6OQGRAg'],1977,1977,5
['boney m.'],Ma Baker,4wr2LEc4Inxv0M1Fch9uVj,3qanmly9I3vfv593JutFbB,['54R6Y0I7jGUCveDTtI21nb'],1977,1977,15
['corry konings'],Je Moedertje,1GzYJTqPXMmbxYkUca4Gjw,18JsD3oxq36xy7uEIzya6B,['3pqfZ3xfayx6qJWcsVcXnS'],1977,1977,6
['de havenzangers'],Aan Het Strand Stil En Verlaten,0bqTNEytNa5L9r8Q2UFMky,2WCITy5GROMesFUGsgEOSA,['52Q4TyDwkpvHsKdx5aPPEn'],1977,1977,8
['glen campbell'],Southern Nights,7kv7zBjMtVf0eIJle2VZxn,0R7Uw1tUUbWlV53BGKfjQ4,['59hLmB5DrdihCYtNeFeW1U'],1977,1977,6
['marie myriam'],L'oiseau et l'enfant,7Hy0CZtFcREucLDXB5jp6m,6yBjoyFjOb4HQVs1GVdLzQ,['0wii8BDuICYKZfGicr0MCa'],1977,1977,5
['boz scaggs'],Lowdown,20MxJN12WEqU5eWsuCrwM5,3urpKmhg4HyYuEmODNdTdo,['46njgd2Rq9tZc4ZjeQMgbh'],1977,1977,6
['steve miller band'],Jet Airliner,5ovGB9J0P010phJRAw8sdY,62FOZoDIbiDFw4VYOiOj04,['6QtGlUje9TIkLrgPZrESuk'],1977,1977,6
['joe tex'],Ain't Gonna Bump No More (With No Big Fat Woman),0XXjBRi5sNWojqxmYJGiA2,5lPTpJorZZwS5pI9C0socS,['5TbXjzD8tYgMD5JU2g2F8q'],1977,1977,10
['internationals'],Young And In Love,5xgYk0I2Qhms3f09qPxhj2,3hkuta20XJfQgjBr0p87Uh,['6coiGK1EB4eQ8GwBcqXv79'],1977,1977,10
['fleetwood mac'],Don't Stop - Remastered,4bEb3KE4mSKlTFjtWJQBqO,1bt6q2SruMsBtcerNVtpZB,['08GQAI4eElDnROBrJRGE0X'],1977,1977,8
['the mark & clark band'],Worn Down Piano,4E9ntN8iopopNuTKV0bKeY,4SspVa2UBJp5F4niRSRGuw,['3XRwcx2P119EeWaG5v9fl7'],1977,1977,7
['frankie valli & the four seasons'],Down The Hall,04CpLajxMkVmvNyRtmwlvg,5efVMx3XgrsBqAOqdRbxg9,['6mcrZQmgzFGRWf7C0SObou'],1977,1977,5
"[""luv'""]",My Man,5ryfstwrC2wGYThHrhK2IH,1IsPMMoWFcl124QPEpFZO0,['21WrFLppRHVogsXTUKT54f'],1977,1977,6
['deniece williams'],Free,7Kwa03KjnP6UtKJLQorNmM,3Bm6wXeviPSMpJyWTGuXVV,['5jNGQ7VOU87x5402JjhTtd'],1977,1977,6
['tony sherman'],As,5TuHBnHjRhmLMi1QvHWPKo,4csdrksJ4gi2AV42yvQDD3,['5PGrx2urmHR1xmOvSMAK3l'],1977,1977,6
['bryan ferry'],Tokyo Joe,1i3EtFaHP73jayDhkpsNHw,565jSR6ZBXr8xTQkuCLhXg,['5RNFFojXkPRmlJZIwXeKQC'],1977,1977,4
['rod stewart'],I Don't Want to Talk About It - 2008 Remastered Version,2JWKzkQbYsNzx019WyGzaH,7vV3q5jE7DSuKsnHr7OmmN,['2y8Jo9CKhJvtfeKOsYzRdT'],1977,1977,10
['elkie brooks'],Pearl's A Singer,1hmpArXWQ3csiGUOU9sdLV,3jJ3ZxG1qKayjweuDmJEDF,['4Xn6fPXDrarY8LxXWqlE2M'],1977,1977,10
['jeanette'],Porqu√© Te Vas?,11rsK9GDZ9UdWsxtDqnMmN,1qCaXMufzGyuuhkwvl2TYy,['2Asr5Otk5aKK272pK4ocG2'],1977,1977,4
['space art'],Onyx,3TdWSFHkuSlm0DrefKvYYu,7kLD5O5TTXhDqKkLrU5rfh,['2vAtuOqzB1knNn4FEZm0un'],1977,1977,6
['baccara'],"Yes Sir, I Can Boogie",1UNP66Mr3sPB3ItYt5bEUe,40coqImDQgGDlN8TxMhJwJ,['4dn4KQgTE4P3jrwa3iIVzQ'],1977,1977,13
"['crosby, stills & nash']",Just A Song Before I Go,1wHJ3n8ERZljmfGXc1PRbe,5hVTcLOMdF852hzUu7HUCY,['2pdvghEHZJtgSXZ7cvNLou'],1977,1977,6
['kenny rogers'],Lucille,2clegDR11PACejMYosbYL8,6KPb3uNsDkJKcQjZR2elxd,['4tw2Lmn9tTPUv7Gy7mVPI4'],1977,1977,8
['andrew gold'],Lonely Boy,6wGMLoEqD2k3RBXFHD0yUp,646DiNC3Ack9x3Q7dEBzKW,['5fmvGUlMVgmnCn45f1he7d'],1977,1977,3
['smokie'],It's Your Life,0nPIMUTiExZtV2cr9jiCtB,06btR8H7qaniMVvB9xkuup,['5rIqOJspxDq89aBBCUda1X'],1977,1977,8
"['johnny ""guitar"" watson']",A Real Mother For Ya,6VYaVZqV2i7Ivu9lxLFX21,6Z3sTfeCPCvVNFdgtmq5SB,['6uB4Ax6mlzohDTLqLOJ6Vl'],1977,1977,11
['rob de nijs'],Het Werd Zomer,2AOCPLs1pU7KpL1vsOkOzC,314xNPZisq3G6ZLlBU938T,['3u84EkSPrJYO4n5cipED9K'],1977,1977,8
['little richard'],The Girl Can't Help It,7vg6kV1od2Ebdh51dMoAES,7jstlbnGMRZ2esWVqVGfoH,['4xls23Ye9WR9yy3yYMpAMm'],1977,1977,7
['lucifer'],Selfpity,5HZmlWTHxAeNuRW7uCobMf,1NJYdLqXj6QGgYZXx1yAbQ,['6aCetzCuwpvRHy5Rv7hmt9'],1977,1977,7
['lou rawls'],See You When I Git There,3vQcIveDIfPe0HFdlpIUSK,6vhHreCbPvwLXDreRFHcdG,['1zJBFCev9UwOMcrZsLi2od'],1977,1977,7
['bzn'],Sevilla,55L4BwXnyM8PLwqr0DmAdX,59JJu2aYHEf3asQmkUqIQE,['1tF9HtIFX8fJfBo64FIJ8S'],1977,1977,13
['claude-michel sch„∂nberg'],Les Enfants De Mes Enfants,5H3CeETib5bC3FIge5m7Sj,73lEnj1QZoyPdb2lviISx1,['2OqTX6uyzll0y3ydeccZGR'],1977,1977,6
['hot chocolate'],So You Win Again,1tMi57U5Nkk6qRZSNwbzQr,2MdCe2CS9EcdJ9V20TKzxo,['72VzFto8DYvKHocaHYNWSi'],1977,1977,9
['dillinger'],Cokane In My Brain - Original Version,0Vu4EdO1IN1xr5Gi0aKnmc,79xjnRFLaRf2VWHU5ys44Z,['5J69edy1luLIzbgyl4u1Dv'],1977,1977,13
['normaal'],Alie,4vYH0uBbpU3M5I4jSsMCW3,2Y6BwUXirswFvEpxii9qQH,['2QU0ew2k2IZJifa8VWevSv'],1977,1977,7
['marvin gaye'],Got To Give It Up (Part 1),5n1A3VxqT4VcNez4Ah6dSu,1qTM6Za6nPUuEshVSmlZnO,['3koiLjNrgRTNbOwViDipeA'],1977,1977,4
['d.c. larue'],Face of Love,3pbAz3ZOOMcwsizqdwNHWn,2GHe8VXyx3gO5k1AXNAwZy,['4Q7f5m9LPlB9ISWWQMza2d'],1977,1977,4
['carlos'],Big bisou (Part 1),2MDi9hItdAoGghsVICqRro,3Z5UA2MtgwsonITJ05w8u0,['5YYbSUNzTPWjvBoKWxLfKc'],1977,1977,7
['boz scaggs'],Lido Shuffle,2NtqZmfRIDkXJ2YvY2Kv1F,7DysI4j6UqK00RTfETKXqs,['46njgd2Rq9tZc4ZjeQMgbh'],1977,1977,7
['flash and the pan'],Hey St. Peter,0LjtuCIQ9VNBnNgH1Wpe7S,0P9q63bMtm9s8VDQp6cJSK,['573nSltoBinkbQXk5JSY9U'],1977,1977,6
['the jacksons'],Show You the Way to Go,5CEZrGdqn756EGDfeUBQ5O,56P85b0u2ND6dJL9AgOB95,['2yrbLiuBmc9j81lTX3XUuI'],1977,1977,7
['michael nesmith'],Rio,5R2pfvbDbgp584poAmGieP,7ojx9MEKXXbl4Xbto2fi1S,['5Tic1bWAbmRoLrqaJ5SxU2'],1977,1977,5
['brotherhood of man'],Angelo,2qMh9gjamA4AldZ6g3LEA3,6uWZ1fY3ZU29OmJWxovhCR,['4Cyr5aqgXza16isOrQNOvo'],1977,1977,9
['neil diamond'],Lady-Oh,11lQzfgAwuKQHWwBRIKzaj,0cndDsNMG0nXiCKX4Yx12H,['7mEIug7XUlQHikrFxjTWes'],1977,1977,5
['donna summer'],I Feel Love,6efRrfjV1YW1rtecLUHoP1,2ldxRwrqpPb7M8tZsGoqMS,['2eogQKWWoohI3BSnoG7E2U'],1977,1977,11
['gladys knight & the pips'],Baby Don't Change Your Mind,0aNwPLqn7nT8DvT1jUQDw6,5ndPgrypUzMo4djcGiD3dP,['0TF2NxkJZPQoX1H53rEFM1'],1977,1977,9
['george baker selection'],Marja,1lOaIwcYWisivYGBMmzvFi,05ARfAqlZAQlR3Vv70fOkg,['2MGJBRRGEj9m6MxJIq7fLn'],1977,1977,7
['kc & the sunshine band'],Keep It Comin' Love,5siFdnZUeW6kc3tJytjKyu,7swznakopP5J1aSOzCsalv,['3mQBpAOMWYqAZyxtyeo4Lo'],1977,1977,8
['nana mouskouri'],Quand tu chantes,2nM8knPYO6w7IeKProLYZo,022lQq95CjwskyFVlejaf2,['6p7iFdv6Wn9iaS7AwVLvod'],1977,1977,4
['thembi'],Take Me Back To The Old Transvaal,4hePpdOKvP4rj4ZhhqMsnG,2Bw3xTg0P68tnJjWqRlJsy,['3qsID3qvaK2pImICn2fBD6'],1977,1977,9
['space'],Magic Fly,273iIju54zOQdk5HK3M9vZ,4bVxKZFiIJH0HO8hZu07f8,['5SmwbD3wqrybVclRKTbr1M'],1977,1977,6
['alessi brothers'],Oh Lori,0qauprwxQtkAy4HkmY98gr,0A6joo7CQrg6mvEjIKM2ce,['0JxWz42OKiQ0V3KzA4mDF1'],1977,1977,8
['de havenzangers'],Als De Klok Van Arnemuiden,7xkfcXGLWA8YOZSgZNmvqV,5lezJJRdDTtXm3KmDmTKgZ,['52Q4TyDwkpvHsKdx5aPPEn'],1977,1977,4
['rita hovink'],Antonio,2EIdFEhyfCjH6w53bYJQXz,6RBetjOqVEFWiaMePJCzIf,['7blaRp95WUYbzLU6wXO87m'],1977,1977,3
['frankie miller'],Love Letters - 2011 Remaster,2NeHpQcIomlLnZ3daG1jMc,5HxOMMccJVOIUoCsvKhF18,['2BSGptj55ZjV9ss2D17Hj6'],1977,1977,6
['little river band'],Help Is On Its Way - 2010 Digital Remaster,64RnIqEMPUPx3MTzPwcfKO,6CIFONNOVR9frrraKZpiPi,['6clbbhnIqpHnqxwtOWcilg'],1977,1977,5
['c.j. & co.'],Devil's Gun,4soj212onKKCCClTcbWQj6,7ezeSBh9E63ijDAxn8Ke4P,['6g8jHyZkEVVCIY2uFGkdiv'],1977,1977,5
['supertramp'],Give A Little Bit,1XDgeeNIbwXobo7EkcLa2u,18TiCDixtBNarD55Yw2aTU,['3JsMj0DEzyWc0VDlHuy9Bx'],1977,1977,15
['the walker brothers'],We're All Alone,2wobjBE3h5HAp2jsgxYrRn,1lxmixansH6lcMgG6L5ifH,['49WlsIvcUYj7Awo93hDKgf'],1977,1977,3
['baccara'],"Sorry, I'm a Lady",7DCcFDKX4yKeFlgkphNXUV,40coqImDQgGDlN8TxMhJwJ,['4dn4KQgTE4P3jrwa3iIVzQ'],1977,1977,10
['pussycat'],I'll Be Your Woman,0FD9Fcj98jucWt2iJ9MyWB,1V33eOvTmM5CvmS28JBiIl,['2rmQ5EEAIkloNGWdGlvCYM'],1977,1977,7
['danny mirror'],I Remember Elvis Presley,30Vcdz2qZ6vR9s7e4EWwai,3CbBCiFxYkOOVJ631vmGDF,['5gbzEkLrp4mbwiIphJu9GY'],1977,1977,10
